"Notice ID","Title","Description","Current Response Date","Last Modified Date","Last Published Date","Contract Opportunity Type","POC Information","Active/Inactive","Awardee","Contract Award Number","Contract Award Date","NAICS","PSC","Modification Number","Set Aside"
"1240BH23R0028","Eyak River Boat Launch Regrading","05/23/2023:  Posting of full solicitation packet ----------------------------------------------------------------","Jun 26, 2023 04:00 PM PDT","May 23, 2023","May 23, 2023","Solicitation","Janet Paul","Active","N/A","N/A","N/A","Other Heavy and Civil Engineering Construction","REPAIR OR ALTERATION OF RECREATION FACILITIES (NON-BUILDING)","N/A","Total Small Business Set-Aside (FAR 19.5)"
"CANCELLED","Smokejumper Program Consulting Services","****CANCELLED****","May 17, 2023 02:00 PM MDT","May 23, 2023","May 23, 2023","Solicitation","Gwen Boyle","Active","N/A","N/A","N/A","Administrative Management and General Management Consulting Services","SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL","N/A","Total Small Business Set-Aside (FAR 19.5)"
"1202SA23Q9804","Smokejumper MTDC-1125a Drogue Parachute Assemblies","Update on 22 May 2023: Drogue parachute drawings are available upon request after a non-disclosure agreement (see Attachments/Links section) is filled out, signed, and returned to Gwendolynn Boyle.  Please send an e-mail request to Gwendolynn.Boyle@usda.gov with the non-disclosure agreement attached.  The deadline to respond to this special notice has been extended from 23 May 2023 at 1400 MDT to 30 May 2023 at 1400 MDT. Original Posting on 9 May 2023: Notice of Sole Source Intent.  This requirement is for commercial items as defined in FAR 2.101 and will be prepared in accordance with the information in FAR Subpart 13.5, as supplemented with the additional information included in this notice.  This notice of intent is not a competitive solicitation or request for quotes. No solicitation package is available. The U. S. Department of Agriculture, Forest Service (USFS), intends to award a contract to G7T, LLC for MTDC-1125a drogue parachute assemblies.  The USFS has found G7T to be the only reasonably available source to successfully supply the required parachute assemblies for smokejumper operations.  The resulting contract will be for a 12-month base period and include four (4) additional 12-month option periods; to be exercised at the USFS’ discretion.  Since the USFS’ initial market research indicates that only one responsible source can provide the parachute assemblies that will satisfy the Agency's requirements, a sole source justification is being prepared.  The USFS anticipates award before 1 July 2023 with services to begin no later than 1 August 2023. Contractors that have questions regarding the sole source nature of this requirement or Contractors who believe they can provide the required parachute assemblies are encouraged to identify themselves and give written notification to the Contracting Officer.  All responsible sources may submit a capability statement, proposal, or quotation, which shall be considered by the USFS.  Any response to this notice shall show clear and convincing evidence that competition would be advantageous to the Government.  Responses to this notice can be emailed to Gwendolynn.Boyle@usda.gov. All responses must include the Contractor's Unique Entity ID (UEI) and Tax Identification Number (TIN).  Contractors must additionally identify themselves as either a small business or other than small business under North American Industry Classification System (NAICS) code 314999, All Other Miscellaneous Textile Product Mill, Parachutes Manufacturing.  The applicable small business size standard is 500 employees.  The Product Service Code is 1670 Parachutes:  Aerial Pick Up, Delivery, Recovery Systems; and Cargo Tie Down Equipment. A determination by the USFS not to compete this proposed action, based on the responses to this notice, is solely within the discretion of the USFS.  Information received will be considered solely for the purpose of determining whether or not to conduct a competitive procurement. Any Contractor interested in conducting business with the Federal Government must be registered and active in the System for Award Management (SAM.gov) prior to submitting a response.  SAM.gov is a FREE, Federal Government-owned and operated website at https://sam.gov/content/home. By submitting a response, the Contractor is self-certifying that neither the principal corporate official(s) nor owner(s) is currently suspended, debarred, or otherwise ineligible to receive contracts from any federal agency.  Failure to do so may represent grounds for refusing to accept the response.  By submission of a response, the Contractor acknowledges the requirement that a prospective awardee shall be registered in the SAM.gov database prior to award, during performance, and through final payment of any resulting contract.  All invoices for this procurement shall be submitted through the Department of Treasury's Internet Payment Platform located at https://www.ipp.gov. Any questions regarding this proposed action can be directed to Gwen Boyle at Gwendolynn.Boyle@usda.gov.","May 30, 2023 02:00 PM MDT","May 22, 2023","May 22, 2023","Presolicitation","Gwen Boyle","Active","N/A","N/A","N/A","All Other Miscellaneous Textile Product Mills","PARACHUTE RECOVER SYS & TIE DOWN EQ","N/A","Total Small Business Set-Aside (FAR 19.5)"
"1240LN23Q0037","USFS - Beaverhead-Deerlodge National Forest, Madison Ranger District, Loba Mesa Trail Bridge Supply_AMD 001","N/A","N/A","May 22, 2023","May 22, 2023","Award Notice","Rachel Branson","Active","AIKEN-FORD LUMBER CO. UEI: Y1XELHALQAJ5 Eugene OR USA","1240LN23P0031","May 22, 2023","Wood Preservation","LUMBER & RELATED WOOD MATERIALS","N/A","Total Small Business Set-Aside (FAR 19.5)"
"1240LN23Q0023","USFS, Beaverhead-Deerlodge NF, Lolo NF - Two Snowmobiles, One with Trade In.","The Beaverhead-Deerlodge NF and the Lolo NF are seeking two snowmobiles to be delivered to two separate locations, the Lolo NF has a trade in. See combined synopsis/solicitation for more details.  Please quote on any or all items. Multiple awards may be made.","May 29, 2023 05:00 PM MDT","May 18, 2023","May 18, 2023","Combined Synopsis/Solicitation","Rachel Branson","Active","N/A","N/A","N/A","All Other Transportation Equipment Manufacturing","GROUND EFFECT VEHICLES","N/A","Total Small Business Set-Aside (FAR 19.5)"
"72039123Q00002","Publicity and Press Management","NOTE: This opportunity is for Pakistan-based firms/vendors/contractors/entities only. Publicity and Press Management - SOW Summary - Details are in the attached RFQ Gaining public visibility or awareness through earned media and publicity is an important factor for USAID/Pakistan’s promotional work. The Publicity and Press Manager/Consultant will be responsible for creating and maintaining a favorable public image for USAID/Pakistan by communicating the accomplishments of USAID/Pakistan's projects and activities. The Consultant must possess a university degree in journalism, mass communication, advertising, or a related field; and a minimum of five years of experience as a reporter, editor, media coordinator, TV production or in public relations services is required. The Consultant must have strong connections with leading media outlets in order to generate media attention for events and ensure USAID/Pakistan’s messaging is disseminated appropriately and broadly. Through strong relationships with leading local media outlets, the Consultant will help USAID/Pakistan deliver messages clearly and effectively in English, Urdu, and other local languages. The incumbent must also have solid contacts with the Pakistani print, broadcast, and social media players as he or she will be responsible for pitching stories to the media, preparing media kits, and organizing press tours/events. In addition to writing press releases in regional languages, the incumbent will write speeches and prepare articles for publications, release information to counter negative publicity, and handle crisis and emergency communications. Working closely with the Development Outreach and Communications (DOC) Team, the Consultant is expected to generate quality media coverage of USAID/Pakistan events, paying particular attention to themes designated by USAID/Pakistan and its regional focus areas. The Consultant shall interact with local media contacts regularly, encouraging accurate reporting, process materials, and address any necessary changes to ensure items go to press on time. The consultant will also monitor news for USAID mentions and provide media advisory support on a continuous basis. The Publicity and Press Management services will include, but are not limited to the following four tasks: Managing Press The Consultant is expected to perform the below services: Press events and releases: Identify, invite, and facilitate access for press to publicity and media events, preparing press kits and draft/ translation press releases for distribution, and monitoring press inputs and attendance. Media tours: Plan and execute media tours and visits to USG civilian assistance projects. Media Logistics: Arrange for radio, TV, and print media to cover USG assistance programs. Stories/Articles and News Reports: Coordinate with USAID/Pakistan DOC office to identify and develop success stories to be shared either through print or electronic media. Media Appearances. Arrange radio and TV appearances and print publications at both the national and regional levels.  Media Database: Develop and continuously update a comprehensive database of media contacts by interest, language of publication, and geographic location. Media advisory support: for any related media work such as the TV/ film production. ","May 31, 2023 12:00 PM GMT","May 17, 2023","May 17, 2023","Solicitation","Waqas Sultan | Summia Rafique","Active","N/A","N/A","N/A","Public Relations Agencies","PUBLIC RELATIONS SERVICES","N/A","N/A"
"1099014","1099014 Hermosa AOP Geotechnical Engineering Studies","1. Introduction.  This pre-solicitation notice is for information only and is not a commitment by the Government to solicit contractual offers or award contracts.  The Government is not soliciting, nor will it accept proposals as a result of this synopsis.  If a competitive solicitation is issued in the future, it will be announced via The System for Award Management (SAM) at SAM.gov and interested parties must comply with that announcement.  The Government will not reimburse respondents for any questions submitted or information provided as a result of this notice.  This is not a solicitation or a promise to issue a solicitation, and this information is subject to modification and in no way binds the Government to award a contract. 2. Applicable North American Industry Classification System (NAICS) Code.  The applicable NAICS code is 541330. 3. Type of Contract to be Awarded.  As a result of this synopsis and possible solicitation, the Special Project Operations Center, Intermountain Branch, plans to award a firm fixed price contract. 4. Type of Solicitation.  The solicitation, if released, will be governed by Federal Acquisition Regulation Part 15, “Contracting by Negotiation”. 5. Synopsis Posting Period.  This synopsis will be posted for 15 days. 6. Contracting Office Points of Contact.  Traci Jackson, Contracting Officer, Traci.Jackson@usda.gov. 7. Contract Description.  Three Aquatic Organism Passage (AOP) structures are planned to be installed in the Hermosa Creek Watershed. Geotechnical Engineering Studies of these sites will be needed to assist in design characteristics for these structures. 8. Disclosure of Magnitude.  The anticipated magnitude for this project is between $25,000 and $100,000. 9. Type of Set-aside.  Total small business set-aside. 10. Responses.  Interested and capable sources are encouraged to respond to this synopsis with a Statement of Capability.  In addition to a Statement of Capabilities, firms responding to this announcement should include company name, Unique Entity Identification, point of contact, address, and indicate whether they are a small business, 8(a) concern, veteran-owned small business, service-disabled veteran-owned business, HUBZone small business, small disadvantaged business, or women-owned small business.  Responses are due within 15 days of this synopsis and should be submitted to Traci Jackson at Traci.jackson@usda.gov","N/A","May 16, 2023","May 16, 2023","Presolicitation","Traci Jackson","Active","N/A","N/A","N/A","Engineering Services","OTHER ARCHITECTS & ENGIN GEN","N/A","Total Small Business Set-Aside (FAR 19.5)"
"1240BH23Q0039","Exterior Painting - Bend Fort Rock","This notice is for the issuance of a Blanket Purchase Agreement Call request on Region 6, Facility Maintenance BPA, 1204M320Q0041. All BPA contractors who have indicated the ability to perform the type of work covered under the previously issued BPA will be afforded a fair opportunity to compete for the project work.  The objective of this BPA Call is for the Exterior Painting of the Seed Extraction Building #2226. The scope of this project is to complete surface preparation and the application of paint systems on the exterior siding, trim, and flashing. Please see attachment for further infomation on this project.   ","Jun 01, 2023 04:00 PM PDT","May 16, 2023","May 16, 2023","Presolicitation","Susie Felton","Active","N/A","N/A","N/A","Commercial and Institutional Building Construction","MAINTENANCE OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS","N/A","Total Small Business Set-Aside (FAR 19.5)"
"1240LQ23Q0054","54--Ouray Ranger District, GMUG National Forest Prefab Shed Purchase and Delivery","AMENDMENT NOTICE: This is a combined synopsis/solicitation for commercial items prepared in accordance with the format in FAR Subpart 12.6, as supplemented with additional information included in this notice. The solicitation number is 1240LQ23Q0054 and is issued as a Request for Quote (RFQ), unless otherwise indicated herein. The solicitation document and incorporated provisions and clauses are those in effect through Federal Acquisition Circular 2023-03. The associated North American Industrial Classification System (NAICS) code for this procurement is 321992 with a small business size standard of 500.00 employees. This requirement is a Small Business Set-Aside and only qualified offerors may submit bids. The solicitation pricing on https://marketplace.unisonglobal.com will start on the date this solicitation is posted, and, unless otherwise displayed at https://marketplace.unisonglobal.com, will end on: 2023-05-22 15:00:00.0 Eastern Time. This time supersedes the Offers Due Time listed above. FOB Destination shall be Montrose, CO 81403 The USDA Forest Service Region 2 - Forest Service requires the following items, Meet or Exceed, to the following: LI 001: Prefabricated Tack Room-Shed per requirement description, pages 1-2 of attached solicitation, 1, EA; LI 002: Delivery per page 3 of solicitation., 1, LOT; Solicitation and Buy Attachments ***Question Submission: Interested offerors must submit any questions concerning the solicitation at the earliest time possible to enable the Buyer to respond. Questions must be submitted by using the 'Submit a Question' feature at https://marketplace.unisonglobal.com. Questions not received within a reasonable time prior to close of the solicitation may not be considered.*** For this solicitation, USDA Forest Service Region 2 - Forest Service intends to conduct an online competitive reverse auction to be facilitated by the third-party reverse auction provider, Unison Marketplace. Unison Marketplace has developed an online, anonymous, browser based application to conduct the reverse auction. An Offeror may submit a series of pricing bids, which descend in price during the specified period of time for the aforementioned reverse auction. USDA Forest Service Region 2 - Forest Service is taking this action in an effort to improve both vendor access and awareness of requests and the agency's ability to gather multiple, competed, real-time bids. All responsible Offerors that respond to this solicitation MUST submit the pricing portion of their bid using the online exchange located at https://marketplace.unisonglobal.com. There is no cost to register, review procurement data or make a bid on https://marketplace.unisonglobal.com. Offerors that are not currently registered to use https://marketplace.unisonglobal.com should proceed to https://marketplace.unisonglobal.com to complete their free registration. Offerors that require special considerations or assistance may contact Marketplace Support at 1.877.933.3243 or via email at marketplacesupport@unisonglobal.com. Offerors may not artificially manipulate the price of a transaction on https://marketplace.unisonglobal.com by any means. It is unacceptable to place bad faith bids, to use decoys in the https://marketplace.unisonglobal.com process or to collude with the intent or effect of hampering the competitive https://marketplace.unisonglobal.com process. Should offerors require additional clarification, notify the point of contact or Marketplace Support at 1.877.933.3243 or marketplacesupport@unisonglobal.com.Use of Unison Marketplace: Buyers and Sellers agree to conduct this transaction through Unison Marketplace in compliance with the Unison Marketplace Terms of Use. Failure to comply with the below terms and conditions may result in offer being determined as non-responsive. New Equipment ONLY; NO remanufactured or ""gray market"" items. All items must be covered by the manufacturer's warranty. Quote MUST be good for 30 calendar days after close of Buy. Shipping must be free on board (FOB) destination CONUS (Continental U.S.), which means that the seller must deliver the goods on its conveyance at the destination specified by the buyer, and the seller is responsible for the cost of shipping and risk of loss prior to actual delivery at the specified destination. This solicitation requires registration with the System for Award Management (SAM) at the time an offer or quotation is submitted, excluding the exceptions outlined in FAR 4.1102(a). Registration information can be found at www.sam.gov. The selected Offeror must comply with the following commercial item terms and conditions, which are incorporated herein by reference: FAR 52.212-1, Instructions to Offerors - Commercial Items, applies to this acquisition; FAR 52.212-3, Offeror Representations and Certifications - Commercial Items - the selected offeror must submit a completed copy of the listed representations and certifications; FAR 52.212-4, Contract Terms and Conditions - Commercial Items; FAR 52.212-5, Contract Terms and Conditions Required To Implement Statutes or Executive Orders-Commercial Items, paragraph (a) and the following clauses in paragraph (b): 52.222-21, 52.222-26, 52.222-35, 52.222-36, 52.222-37, 52.225-13, 52.232-34. The full text of the referenced FAR clauses may be accessed electronically at https://www.acquisition.gov/far/. The selected Offeror must fill in and return the schedule of items/Price Schedule on page 1, yellow highlighted items of reps and certs (pages 6-9) of the solicitation. Attached quote shall have exact specifications and delivery date. Attach record of past performance per requirements on solicitation.","May 22, 2023 03:00 PM EDT","May 16, 2023","May 16, 2023","Combined Synopsis/Solicitation","Name: Andrew HOPKINS, Title: Purchasing Agent, Phone: 3036683287, Email: andrew.hopkins2@usda.gov;","Active","N/A","N/A","N/A","Prefabricated Wood Building Manufacturing","PREFABRICATED & PORTABLE BUILDINGS","N/A","Total Small Business Set-Aside (FAR 19.5)"
"1240Bk23Q0039","McKenzie Rive Ranger District Orchard Mastication/Mowing","This is a COMBINED SYNOPSIS/SOLICITATION FOR COMMERCIAL ITEMS prepared in accordance with the format in FAR Subpart 12.6 STREAMLINED PROCEDURES FOR EVLAUATION AND SOLICITATION FOR COMMERCIAL ITEMS-AS SUPPLEMENTED WITH ADDITIONAL INFORMATION INCLUDED IN THIS NOTICE. This Announcement constitutes the only solicitation; Quotations are being request and a separate written solicitation document will not be issued. THE SOLICITATION IS BEING ISSUED USING SIMPLIFIED ACQUISITION PROCEDURES This solicitation is a Request for Quotation (RFQ). The solicitation document and incorporated provisions and clauses are those in effect through Federal Acquisition Circular (FAC-2019-01) This requirement is being competed as a total small business set-aside. The associated North American Industrial Classification System (NAICS) code for this procurement is 115310 – Support Activities for Forestry. With a small business size standard of $10 million. Solicitation # 1240BK23Q0039   Quotes are due by 5/23/2023 1700 PT Please send offer and all required documentation to Jared Machgan by email jared.machgan@usda.gov For technical information and to arrange a site visit, please contact Patrick Dukelow at the McKenzie River Ranger District, phone number 541-822-7223 or email address patrick.dukelow@usda.gov. In order to be have complete package, as a minimum, the return package must contain the following items. Offers submitted without completion of items listed here shall be considered nonresponsive and ineligible for award. Completed form SF1449 blocks 17a & 30a, b, & c Completed Price Schedule of Items Past performance, technical capability experience and qualifications NOTIFICATOIN:AMENDMENT 0001: A page was missing from the Fire Protection and Suppression Document. The attached document has the missing page. Please sign and return a copy along with your submission. Due date has not been changed.","May 23, 2023 05:00 PM PDT","May 12, 2023","May 12, 2023","Combined Synopsis/Solicitation","Patrick Dukelow | Jared D Machgan","Active","N/A","N/A","N/A","Support Activities for Forestry","NATURAL RESOURCES/CONSERVATION- LAND TREATMENT PRACTICES","N/A","Total Small Business Set-Aside (FAR 19.5)"
"12639523A0031","Five Year BPA to provide biotechnology support services","United States Department of Agriculture Limited Source/Brand Name Justification FAR 13.106-1(b)(1) – Simplified Acquisitions Control No.  PR1086681 Identification of the agency and the contracting activity.  Agency Name APHIS/ USDA/Center for Veterinary Biologics 1800 Dayton Ave Ames, IA 50010 Contracting Activity USDA/APHIS/MRPBS/AAMD 250 Marquette Plaza Ste 410 Minneapolis, MN 55401 Description of supply or service required to meet the agency’s needs. Five year Blanket Purchase Agreement  to provide service and support operations for Biotechnology Services provided by the Iowa State University DNA, Protein, and Genomics facilities. The BPA Ceiling shall be $250,000.00  The rationale or circumstances for limiting competition.  In accordance with FAR FAR 13.106-1(b)(1) The property or services needed by the executive agency are available from only one responsible source and no other type of property or services will satisfy the needs of the executive agency(e.g. urgency, exclusive licensing agreements, brand name or industrial mobilization. Iowa State University is the only facility within the local commuting area,  with impartial interest, instrumentation and knowledge to provide support for genetic analysis of this caliber.  The impartiality and local commuting area is of paramount importance as it impacts the Program’s ability to quickly deliver and retrieve samples that may be needed to diagnose disease in the case of an animal health emergency and speeds NVSL results to their customers.  In addition, the Iowa State University has the staff members, equipment, and capacity to support full service biotechnology needs.   Although there are other facilities that supply portions of the services required, there are no other vendors within the commuting area  of approximately five miles with the resources required to provide the all the services needed.  Based on these considerations, there is only one reasonable source for obtaining these services. This is a follow on BPA from the previous Iowa State University of Science and Technology sole source requirements AG-6395-B-12-0025             01/25/2012 to 12/30/2016  AG-6395-B-17-0023            01/01/2017 to 12/31/2021 A description of the market research conducted and the results or a statement of the reason market research was not conducted.    SAM.gov Sole Source Announcement PR1086681 was published on 01/31/2023 and closed on 02/15/2023.  No response  Estimated price, including all options, if applicable.  In accordance with AGAR Clause  452.216-74 Ceiling Price. (FEB 1988) The ceiling price of this BPA is $ 250,000.00 The Contractor shall not make expenditures or incur obligations in the performance of this contract which exceed the ceiling price specified except at the Contractor's own risk. The contractor shall ensure that all costs for performing under this agreement, including delivery and any other deliverables or requirements set forth in this Agreement , are included in the prices for the supplies ordered.  Shipping and handling costs are to be included in the prices for supplies. USDA/APHIS/NVSL will not be responsible for paying for any costs or prices other than those for the supplies ordered, received and accepted by the USDA/APHIS/NVSL. Any price increases shall be subject to approval by APHIS prior to purchase.  The rates can be found at the following websites under ""Fees for Services"": DNA Facility: http://www.biotech.iastate.edu/service_facilities/dna.html Protein Facility: http://www.biotech.iastate.edu/service_facilities/protein.html Pricing for BIOINFORMATICS SUPPORT – Can be found under the Genome Informatics Facility website: http://www.biotech.iastate.edu/service_facilities/gif.html","N/A","May 11, 2023","May 11, 2023","Award Notice","Carol Dingess","Active","Iowa State University of Science and Technology UEI: DQDBM7FGJPC5 Ames IA USA","12639523A0031","May 5, 2023","Testing Laboratories","LABORATORY TESTING SERVICES","N/A","N/A"
"12363N23Q4131","California Trail Maintenance and Construction BPA","Solicitation 12363N23Q4131 This is a combined synopsis/solicitation for commercial products or commercial services prepared in accordance with the format in subpart  12.6, as supplemented with additional information included in this notice. This announcement constitutes the only solicitation and proposals are being requested.   PROJECT DESCRIPTION: California Trail Maintenance and Construction Blanket Purchase Agreement The California Trail Maintenance and Construction Blanket Purchase Agreement is a National BPA that will consist of a variety of work including both Trail Maintenance service types of work and Trail Construction types of work. The BPA will have a period of performance from early Summer 2023 through early Summer 2033 and can be utilized on all California Federal Forests and Grasslands and is available for all federal agencies to utilize. This solicitation is issued as a request for quotation (RFQ). This solicitation will remain Open and Continuous to add vendors when determined necessary for the 10-year period it is active. Make sure your firm is updated and registered in the System for Award Management system (SAM) and current to conduct government business.  Please read the entire solicitation thoroughly to ensure all requirements in your response are included.  PROJECT LOCATION: Projects shall covers the state of California including the following forests and grasslands; Angeles, Cleveland, Eldorado, Humboldt-Toiyabe, Inyo, Klamath, Lake Tahoe Basin Management Unit, Lassen, Los Padres, Mendocino, Modoc, Plumas, Rogue River-Siskiyou, San Bernardino, Sequoia, Shasta-Trinity, Sierra, Six Rivers, Stanislaus, and Tahoe National Forests and Butte Valley National Grassland. The terrain varies and can have moderate hills on some areas and steep grades in others. Soil conditions vary as well, from soft and sandy to compacted and rocky. Contractors shall furnish all labor, supervision, equipment, materials, transportation, supplies (unless specified elsewhere as Government-furnished), and incidentals required to accomplish specified work in compliance with the terms, specifications, and provisions of the contract. Work is estimated to begin around June 25, 2023. Engineering point of contact is Sally Cousins: (530)-551-1601. NAICS 237990 with size standard $45 mil. This project is set aside 100% for small business.","Jun 09, 2023 04:30 PM PDT","May 10, 2023","May 10, 2023","Combined Synopsis/Solicitation","Sally Cousins | Joey Korst","Active","N/A","N/A","N/A","Other Heavy and Civil Engineering Construction","REPAIR OR ALTERATION OF RECREATION FACILITIES (NON-BUILDING)","N/A","Total Small Business Set-Aside (FAR 19.5)"
"1282B123Q0065","Komatsu Pc88MR-11 Rental 1282B123Q0065"," Komatsu Pc88MR-11 / 8 months Rental ","May 15, 2023 03:00 PM PDT","May 10, 2023","May 10, 2023","Solicitation","Traci Jackson","Active","N/A","N/A","N/A","Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing","LEASE OR RENTAL OF EQUIPMENT- SERVICE AND TRADE EQUIPMENT","N/A","N/A"
"1284LL23Q0049_01","66--Specimen X-ray Machine with Optional Trade-In, Coeur d'Alene Nursery, Idaho Panhandle National Forests","This is a combined synopsis/solicitation for commercial items prepared in accordance with the format in FAR Subpart 12.6, as supplemented with additional information included in this notice. The solicitation number is 1284LL23Q0049_01 and is issued as a Request for Quote (RFQ), unless otherwise indicated herein. The solicitation document and incorporated provisions and clauses are those in effect through Federal Acquisition Circular 2023-03. The associated North American Industrial Classification System (NAICS) code for this procurement is 334516 with a small business size standard of 1,000.00 employees. This requirement is a Small Business Set-Aside and only qualified sellers may submit bids. The solicitation pricing on https://marketplace.unisonglobal.com will start on the date this solicitation is posted, and, unless otherwise displayed at https://marketplace.unisonglobal.com, will end on: 2023-05-17 15:00:00.0 Eastern Time. This time supersedes the Offers Due Time listed above. FOB Destination shall be COEUR d'ALENE, ID 83815 The USDA Forest Service Region 1 - Forest Service requires the following items, Meet or Exceed, to the following: LI 001: Digital Specimen X-ray Machine, see attachment 1284LL23Q0049 for further technical specifications and Section E for submission instructions. Provide completed required attachment(s). In seller line item description indicate the Trade-In value OR indicate if not exercising the trade-in option. The unit price submitted shall reflect the trade-in if exercising and include all delivery costs and delivery is FOB destination., 1, EA; Solicitation and Buy Attachments ***Question Submission: Interested Offerers must submit any questions concerning the solicitation at the earliest time possible to enable the Buyer to respond. Questions must be submitted by using the 'Submit a Question' feature at https://marketplace.unisonglobal.com. Questions not received within a reasonable time prior to close of the solicitation may not be considered.*** For this solicitation, USDA Forest Service Region 1 - Forest Service intends to conduct an online competitive reverse auction to be facilitated by the third-party reverse auction provider, Unison Marketplace. Unison Marketplace has developed an online, anonymous, browser based application to conduct the reverse auction. An Offeror may submit a series of pricing bids, which descend in price during the specified period of time for the aforementioned reverse auction. USDA Forest Service Region 1 - Forest Service is taking this action in an effort to improve both vendor access and awareness of requests and the agency's ability to gather multiple, competed, real-time bids. All responsible Offerers that respond to this solicitation MUST submit the pricing portion of their bid using the online exchange located at https://marketplace.unisonglobal.com. There is no cost to register, review procurement data or make a bid on https://marketplace.unisonglobal.com. Offerers that are not currently registered to use https://marketplace.unisonglobal.com should proceed to https://marketplace.unisonglobal.com to complete their free registration. Offerers that require special considerations or assistance may contact Marketplace Support at 1.877.933.3243 or via email at marketplacesupport@unisonglobal.com. Offerers may not artificially manipulate the price of a transaction on https://marketplace.unisonglobal.com by any means. It is unacceptable to place bad faith bids, to use decoys in the https://marketplace.unisonglobal.com process or to collude with the intent or effect of hampering the competitive https://marketplace.unisonglobal.com process. Should Offerers require additional clarification, notify the point of contact or Marketplace Support at 1.877.933.3243 or marketplacesupport@unisonglobal.com.Use of Unison Marketplace: Buyers and Sellers agree to conduct this transaction through Unison Marketplace in compliance with the Unison Marketplace Terms of Use. Failure to comply with the below terms and conditions may result in offer being determined as non-responsive. New Equipment ONLY; NO remanufactured or ""gray market"" items. All items must be covered by the manufacturer's warranty. Bid MUST be good for 30 calendar days after close of Buy. Shipping must be free on board (FOB) destination CONUS (Continental U.S.), which means that the seller must deliver the goods on its conveyance at the destination specified by the buyer, and the seller is responsible for the cost of shipping and risk of loss prior to actual delivery at the specified destination. This solicitation requires registration with the System for Award Management (SAM) at the time an offer or quotation is submitted, excluding the exceptions outlined in FAR 4.1102(a). Registration information can be found at www.sam.gov. The selected Offeror must comply with the following commercial item terms and conditions, which are incorporated herein by reference: FAR 52.212-1, Instructions to Offerors - Commercial Items, applies to this acquisition; FAR 52.212-3, Offeror Representations and Certifications - Commercial Items - the selected offeror must submit a completed copy of the listed representations and certifications; FAR 52.212-4, Contract Terms and Conditions - Commercial Items; FAR 52.212-5, Contract Terms and Conditions Required To Implement Statutes or Executive Orders-Commercial Items, paragraph (a) and the following clauses in paragraph (b): 52.222-21, 52.222-26, 52.222-35, 52.222-36, 52.222-37, 52.225-13, 52.232-34. The full text of the referenced FAR clauses may be accessed electronically at https://www.acquisition.gov/far/.","May 17, 2023 03:00 PM EDT","May 10, 2023","May 10, 2023","Combined Synopsis/Solicitation","Name: Julia Cohrs, Title: Purchasing Agent, Phone: 9716457108, Email: julia.cohrs@usda.gov;","Active","N/A","N/A","N/A","Analytical Laboratory Instrument Manufacturing","PHYSICAL PROPERTIES TEST EQ","N/A","Total Small Business Set-Aside (FAR 19.5)"
